Wall time,Step,Value
1515453999.9535,2862,0.8399999737739563
1515454004.095809,2864,0.8600000143051147
1515454006.212451,2865,0.8199999928474426
1515454008.309931,2866,0.8799999952316284
1515454018.658384,2871,0.8500000238418579
1515454027.025097,2875,0.8799999952316284
1515454029.092514,2876,0.7200000286102295
1515454033.167319,2878,0.8299999833106995
1515454047.621789,2885,0.8799999952316284
1515454049.740997,2886,0.8399999737739563
1515454060.26138,2891,0.8500000238418579
1515454062.348975,2892,0.8399999737739563
1515454064.40221,2893,0.8100000023841858
1515454068.518273,2895,0.9100000262260437
1515454078.939409,2900,0.8600000143051147
1515454091.623364,2906,0.8999999761581421
1515454104.125146,2912,0.8600000143051147
1515454120.663869,2920,0.8299999833106995
1515454122.805771,2921,0.8700000047683716
1515454143.547132,2931,0.8799999952316284
1515454179.132977,2948,0.9100000262260437
1515454210.697364,2963,0.8899999856948853
1515454218.982391,2967,0.9100000262260437
1515454223.150041,2969,0.8899999856948853
1515454225.222656,2970,0.8600000143051147
1515454229.458625,2972,0.8600000143051147
1515454235.69169,2975,0.8899999856948853
1515454237.797316,2976,0.8399999737739563
1515454246.111166,2980,0.8100000023841858
1515454250.316392,2982,0.8299999833106995
1515454258.664393,2986,0.7799999713897705
1515454285.588529,2999,0.8999999761581421
1515454289.786988,3001,0.8299999833106995
1515454291.875251,3002,0.8500000238418579
1515454293.918839,3003,0.8600000143051147
1515454310.606013,3011,0.8399999737739563
1515454314.747246,3013,0.9100000262260437
1515454337.629127,3024,0.8600000143051147
1515454354.242407,3032,0.9200000166893005
1515454370.786741,3040,0.8600000143051147
1515454395.801223,3052,0.8899999856948853
1515454399.94249,3054,0.8500000238418579
1515454410.228596,3059,0.8299999833106995
1515454412.340666,3060,0.8500000238418579
1515454414.481748,3061,0.8799999952316284
1515454418.779488,3063,0.8899999856948853
1515454429.296433,3068,0.8899999856948853
1515454433.452044,3070,0.8700000047683716
1515454441.848837,3074,0.8500000238418579
1515454448.167925,3077,0.8500000238418579
1515454466.91966,3086,0.8799999952316284
1515454473.138546,3089,0.8999999761581421
1515454477.357802,3091,0.8500000238418579
1515454487.730579,3096,0.8399999737739563
1515454489.815524,3097,0.8600000143051147
1515454493.936696,3099,0.8399999737739563
1515454498.12894,3101,0.8399999737739563
1515454502.32313,3103,0.9100000262260437
1515454504.402041,3104,0.8700000047683716
1515454506.503411,3105,0.9300000071525574
1515454516.853398,3110,0.8700000047683716
1515454525.252607,3114,0.9200000166893005
1515454529.410441,3116,0.8399999737739563
1515454533.547908,3118,0.8299999833106995
1515454544.010975,3123,0.8799999952316284
1515454554.373529,3128,0.8399999737739563
1515454556.474504,3129,0.949999988079071
1515454564.717975,3133,0.9300000071525574
1515454566.834227,3134,0.8500000238418579
1515454568.921823,3135,0.9200000166893005
1515454602.286086,3151,0.9100000262260437
1515454616.845278,3158,0.8299999833106995
1515454627.330866,3163,0.8700000047683716
1515454629.414338,3164,0.8700000047683716
1515454646.066849,3172,0.8700000047683716
1515454650.282233,3174,0.8700000047683716
1515454664.868989,3181,0.9100000262260437
1515454666.928956,3182,0.8799999952316284
1515454675.225821,3186,0.8500000238418579
1515454679.371335,3188,0.9300000071525574
1515454696.017728,3196,0.8799999952316284
1515454716.809224,3206,0.9100000262260437
1515454718.891253,3207,0.8799999952316284
1515454739.715193,3217,0.8700000047683716
1515454750.121874,3222,0.8700000047683716
1515454764.662275,3229,0.8399999737739563
1515454768.865952,3231,0.8500000238418579
1515454781.324678,3237,0.8799999952316284
1515454787.608532,3240,0.8600000143051147
1515454791.832815,3242,0.8700000047683716
1515454812.798218,3252,0.8700000047683716
1515454814.852548,3253,0.8600000143051147
1515454844.108481,3267,0.8799999952316284
1515454858.718626,3274,0.8500000238418579
1515454862.872991,3276,0.8600000143051147
1515454877.472728,3283,0.8700000047683716
1515454889.976975,3289,0.8700000047683716
1515454892.050587,3290,0.8999999761581421
1515454898.409651,3293,0.8899999856948853
1515454900.474008,3294,0.9399999976158142
1515454902.569853,3295,0.8899999856948853
1515454910.944194,3299,0.9399999976158142
1515454913.049588,3300,0.9300000071525574
1515454921.477857,3304,0.9100000262260437
1515454925.638756,3306,0.8299999833106995
1515454931.95869,3309,0.8700000047683716
1515454936.16166,3311,0.8700000047683716
1515454950.684577,3318,0.9300000071525574
1515454952.747674,3319,0.9100000262260437
1515454954.819066,3320,0.9200000166893005
1515454959.088248,3322,0.8700000047683716
1515454961.242849,3323,0.8399999737739563
1515454970.116908,3327,0.8700000047683716
1515454972.313394,3328,0.9200000166893005
1515454978.92939,3331,0.949999988079071
1515454987.352158,3335,0.8700000047683716
1515454991.541858,3337,0.8899999856948853
1515455002.043369,3342,0.8899999856948853
1515455029.500055,3355,0.8799999952316284
1515455031.578144,3356,0.8399999737739563
1515455048.328299,3364,0.8600000143051147
1515455054.622772,3367,0.8700000047683716
1515455056.682048,3368,0.8799999952316284
1515455071.19203,3375,0.8799999952316284
1515455075.338421,3377,0.9100000262260437
1515455081.633586,3380,0.8700000047683716
1515455083.757712,3381,0.8299999833106995
1515455085.848285,3382,0.8799999952316284
1515455098.264608,3388,0.9200000166893005
1515455100.337805,3389,0.8299999833106995
1515455104.547176,3391,0.8399999737739563
1515455121.316336,3399,0.8199999928474426
1515455129.656213,3403,0.9200000166893005
1515455135.874609,3406,0.8299999833106995
1515455146.370793,3411,0.8799999952316284
1515455148.473973,3412,0.8799999952316284
1515455158.964732,3417,0.8100000023841858
1515455173.611486,3424,0.8500000238418579
1515455181.860134,3428,0.8999999761581421
1515455183.923813,3429,0.9200000166893005
1515455190.26673,3432,0.9100000262260437
1515455192.321207,3433,0.9200000166893005
1515455225.720474,3449,0.8999999761581421
1515455229.990403,3451,0.8500000238418579
1515455240.31913,3456,0.800000011920929
1515455242.420572,3457,0.8399999737739563
1515455246.567023,3459,0.8199999928474426
1515455248.640659,3460,0.8500000238418579
1515455252.808231,3462,0.8899999856948853
1515455267.410892,3469,0.8899999856948853
1515455273.730143,3472,0.9200000166893005
1515455275.810368,3473,0.8399999737739563
1515455277.887975,3474,0.8500000238418579
1515455288.336862,3479,0.8500000238418579
1515455296.708465,3483,0.8700000047683716
1515455315.390579,3492,0.8500000238418579
1515455317.554319,3493,0.8100000023841858
1515455323.947822,3496,0.8799999952316284
1515455328.175515,3498,0.8999999761581421
1515455336.492443,3502,0.8799999952316284
1515455338.593147,3503,0.9300000071525574
1515455340.670929,3504,0.8700000047683716
1515455353.244317,3510,0.8700000047683716
1515455357.424696,3512,0.8600000143051147
1515455365.704315,3516,0.8600000143051147
1515455369.851495,3518,0.8799999952316284
1515455376.195065,3521,0.8500000238418579
1515455380.432502,3523,0.8999999761581421
1515455411.691433,3538,0.8799999952316284
1515455428.454019,3546,0.8899999856948853
1515455445.176721,3554,0.8899999856948853
1515455447.253397,3555,0.8299999833106995
1515455449.34705,3556,0.9700000286102295
1515455461.850454,3562,0.9300000071525574
1515455468.214811,3565,0.8700000047683716
1515455470.281449,3566,0.8999999761581421
1515455478.598278,3570,0.9399999976158142
1515455480.726678,3571,0.9399999976158142
1515455493.202651,3577,0.8600000143051147
1515455522.353962,3591,0.8500000238418579
1515455532.915049,3596,0.9399999976158142
1515455537.127619,3598,0.8899999856948853
1515455539.228578,3599,0.9200000166893005
1515455553.78223,3606,0.9100000262260437
1515455555.89246,3607,0.9300000071525574
1515455558.054551,3608,0.8799999952316284
1515455564.288702,3611,0.8600000143051147
1515455578.868539,3618,0.9100000262260437
1515455580.967086,3619,0.9800000190734863
1515455587.33148,3622,0.8500000238418579
1515455593.577247,3625,0.8899999856948853
1515455599.834954,3628,0.9200000166893005
1515455610.305789,3633,0.8399999737739563
1515455614.41472,3635,0.9399999976158142
1515455622.778081,3639,0.8999999761581421
1515455633.164313,3644,0.8500000238418579
1515455670.761799,3662,0.9200000166893005
1515455674.871788,3664,0.9399999976158142
1515455683.233421,3668,0.8799999952316284
1515455693.673128,3673,0.8999999761581421
1515455695.736795,3674,0.8799999952316284
1515455701.999511,3677,0.9100000262260437
1515455712.510781,3682,0.8700000047683716
1515455722.902358,3687,0.8899999856948853
1515455727.048921,3689,0.9200000166893005
1515455743.797321,3697,0.8999999761581421
1515455745.878688,3698,0.9200000166893005
1515455754.207455,3702,0.8799999952316284
1515455771.030276,3710,0.8600000143051147
1515455773.177134,3711,0.8799999952316284
1515455800.333669,3724,0.8500000238418579
1515455831.689817,3739,0.9300000071525574
1515455833.757541,3740,0.9100000262260437
1515455840.070496,3743,0.9100000262260437
1515455842.126784,3744,0.9200000166893005
1515455850.368059,3748,0.8500000238418579
1515455856.828135,3751,0.8700000047683716
1515455858.876163,3752,0.9399999976158142
1515455863.037696,3754,0.8600000143051147
1515455867.180838,3756,0.8899999856948853
1515455885.930325,3765,0.9300000071525574
1515455892.206319,3768,0.9300000071525574
1515455894.308796,3769,0.9200000166893005
1515455913.027924,3778,0.9100000262260437
1515455919.432891,3781,0.8700000047683716
1515455927.729501,3785,0.9300000071525574
1515455933.913415,3788,0.8999999761581421
1515455942.22967,3792,0.8899999856948853
1515455944.301833,3793,0.9200000166893005
1515455946.421556,3794,0.9200000166893005
1515455954.715178,3798,0.9100000262260437
1515455956.810735,3799,0.8899999856948853
1515455965.117084,3803,0.9200000166893005
1515455967.171265,3804,0.8799999952316284
1515455971.327589,3806,0.8700000047683716
1515455979.710779,3810,0.8999999761581421
1515455992.243856,3816,0.9700000286102295
1515456000.560267,3820,0.9399999976158142
1515456004.729047,3822,0.8999999761581421
1515456008.967777,3824,0.8799999952316284
1515456027.601411,3833,0.9300000071525574
1515456031.785645,3835,0.9399999976158142
1515456046.39649,3842,0.8899999856948853
1515456048.466426,3843,0.9100000262260437
1515456056.74607,3847,0.8700000047683716
1515456058.845407,3848,0.8799999952316284
1515456073.581839,3855,0.8999999761581421
1515456083.993081,3860,0.9200000166893005
1515456088.175689,3862,0.8199999928474426
1515456090.263015,3863,0.9599999785423279
1515456092.323263,3864,0.9100000262260437
1515456094.382946,3865,0.9100000262260437
1515456098.608976,3867,0.8899999856948853
1515456113.175824,3874,0.8199999928474426
1515456129.8865,3882,0.9100000262260437
1515456140.185886,3887,0.9100000262260437
1515456144.383262,3889,0.949999988079071
1515456154.785452,3894,0.8899999856948853
1515456163.172333,3898,0.8799999952316284
1515456165.246601,3899,0.8899999856948853
1515456179.816382,3906,0.9300000071525574
1515456188.223815,3910,0.9100000262260437
1515456192.441515,3912,0.8299999833106995
1515456219.532819,3925,0.9100000262260437
1515456244.517004,3937,0.9200000166893005
1515456248.733508,3939,0.8899999856948853
1515456257.050172,3943,0.8899999856948853
1515456269.476443,3949,0.8700000047683716
1515456277.923188,3953,0.8799999952316284
1515456284.186006,3956,0.8899999856948853
1515456286.256271,3957,0.8899999856948853
1515456288.35982,3958,0.8999999761581421
1515456302.890484,3965,0.9300000071525574
1515456313.343886,3970,0.8799999952316284
1515456334.145887,3980,0.9100000262260437
1515456340.523645,3983,0.8500000238418579
1515456361.399264,3993,0.8500000238418579
1515456365.510254,3995,0.9399999976158142
1515456371.859637,3998,0.8799999952316284
1515456373.955382,3999,0.8899999856948853
